"","HitId","HitTitle","Annotation","AssignmentId","Status","AcceptTime","SubmitTime","Answer.cond","Answer.label","Answer.sample","Answer.withinTarget","Answer.withinOther","Answer.acrossTarget","Answer.acrossOther","Answer.withinLabel","Answer.acrossLabel","Answer.Qsub1","Answer.Qcheck1","Answer.Qbasic1","Answer.Qsub2","Answer.Qbasic2","Answer.Qproper1","Answer.Qbasic3","Answer.Qproper2","Answer.Qcheck2","Answer.Qproper3","Answer.click1","Answer.click2","Answer.mainNum","Answer.question1","Answer.question2","Answer.question3","Answer.question4","Answer.target","Answer.dist","Answer.inst_line","workerids"
"11","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3R0T90IZ1SCXBGGOJJPZGKX606NGCR","Approved","Tue Sep 22 20:48:40 PDT 2015","Tue Sep 22 20:51:13 PDT 2015",2,1,1,"""b""","""c""","""a""","""d""","""tupa""","""blicket""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"11"
"12","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3JZQSN0I3QA4ES0YALF0OQI9XJFGF2","Approved","Tue Sep 22 20:49:21 PDT 2015","Tue Sep 22 20:51:24 PDT 2015",1,1,0,"""a""","""d""","""c""","""b""","""blicket""","""tupa""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"12"
"13","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3WLEIWSYHOHYDUJX6WIBP70L3FOH2J","Approved","Tue Sep 22 20:48:28 PDT 2015","Tue Sep 22 20:51:34 PDT 2015",2,1,1,"""b""","""c""","""d""","""a""","""fep""","""blicket""",1,0,1,1,1,1,1,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"13"
"14","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3ZV9H2YQQD75V2A55VIG9KF0OH0W38","Approved","Tue Sep 22 20:49:48 PDT 2015","Tue Sep 22 20:52:17 PDT 2015",2,1,1,"""a""","""c""","""b""","""d""","""fep""","""blicket""",1,1,1,1,1,1,1,1,1,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"14"
"15","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3M68NM076H7ZKPG1P368TOJ36TNR66","Approved","Tue Sep 22 20:49:48 PDT 2015","Tue Sep 22 20:52:20 PDT 2015",1,1,0,"""a""","""c""","""d""","""b""","""wug""","""fep""",1,0,1,1,1,1,1,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"15"
"16","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3EO896NRAWVOOZ80DB5S27PQGK4TJR","Approved","Tue Sep 22 20:49:46 PDT 2015","Tue Sep 22 20:52:22 PDT 2015",1,1,0,"""b""","""c""","""a""","""d""","""blicket""","""fep""",0,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"16"
"17","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3XLBSAQ9Z4CRQGGXIU5DL5LYALQZ76","Approved","Tue Sep 22 20:51:26 PDT 2015","Tue Sep 22 20:52:38 PDT 2015",1,1,0,"""c""","""d""","""a""","""b""","""fep""","""blicket""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"17"
"18","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3K772S5NP8BQ8AVDZGDCR89A0IEHEL","Approved","Tue Sep 22 20:51:22 PDT 2015","Tue Sep 22 20:52:49 PDT 2015",1,1,0,"""b""","""c""","""d""","""a""","""fep""","""wug""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"18"
"19","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"39RP059MEHTETLK4GMRZI5BLE70MBZ","Approved","Tue Sep 22 20:50:40 PDT 2015","Tue Sep 22 20:53:00 PDT 2015",1,1,0,"""c""","""d""","""a""","""b""","""fep""","""blicket""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"19"
"20","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3NXNZ5RS1AXCKPYKEWBE8HJ5VI279Z","Approved","Tue Sep 22 20:51:59 PDT 2015","Tue Sep 22 20:53:11 PDT 2015",2,1,1,"""d""","""a""","""c""","""b""","""wug""","""tupa""",1,0,0,0,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,FALSE,"[]","[]",7,"20"
"21","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3VJ40NV2QIN2PAZXTOXXA36CFEETOA","Approved","Tue Sep 22 20:50:53 PDT 2015","Tue Sep 22 20:53:11 PDT 2015",2,1,1,"""d""","""c""","""b""","""a""","""fep""","""blicket""",0,1,1,0,0,0,1,1,1,1,"""false""","""false""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"21"
"22","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"35L9RVQFCOI7X6SZPGSHVQVDM68UHF","Approved","Tue Sep 22 20:51:44 PDT 2015","Tue Sep 22 20:53:20 PDT 2015",1,1,0,"""a""","""d""","""c""","""b""","""fep""","""blicket""",1,0,0,1,0,1,1,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"22"
"23","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3Z7ISHFUH0VVQULGSZXJZ5HTL5WZ8T","Approved","Tue Sep 22 20:51:40 PDT 2015","Tue Sep 22 20:53:22 PDT 2015",2,1,1,"""b""","""d""","""a""","""c""","""blicket""","""fep""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"23"
"24","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3N2BF7Y2VQUOKYNQGE1V4GEJ9K5MHF","Approved","Tue Sep 22 20:51:26 PDT 2015","Tue Sep 22 20:53:25 PDT 2015",1,1,0,"""d""","""b""","""a""","""c""","""wug""","""fep""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"24"
"25","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3AWETUDC92SOF0XT1L9ACUB7O11IZK","Approved","Tue Sep 22 20:51:04 PDT 2015","Tue Sep 22 20:53:34 PDT 2015",1,1,0,"""b""","""d""","""a""","""c""","""blicket""","""tupa""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"25"
"26","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3JNQLM5FT4M0ZQ2NXHX9HZTSKWX2LB","Approved","Tue Sep 22 20:51:12 PDT 2015","Tue Sep 22 20:53:36 PDT 2015",2,1,1,"""a""","""d""","""b""","""c""","""blicket""","""tupa""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"26"
"27","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"33SA9F9TRXU850Q2UFZCSBJXF6QWEZ","Approved","Tue Sep 22 20:51:26 PDT 2015","Tue Sep 22 20:53:38 PDT 2015",2,1,1,"""a""","""d""","""b""","""c""","""wug""","""blicket""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"27"
"28","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"34BBWHLWHABKL5SOQYP3DQHP7ZXWI8","Approved","Tue Sep 22 20:51:44 PDT 2015","Tue Sep 22 20:53:43 PDT 2015",1,1,0,"""b""","""c""","""a""","""d""","""wug""","""fep""",1,0,1,1,1,1,1,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"28"
"29","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3TPWUS5F891T826OYOTH2NJUUUDWC6","Approved","Tue Sep 22 20:50:54 PDT 2015","Tue Sep 22 20:53:44 PDT 2015",2,1,1,"""c""","""d""","""a""","""b""","""tupa""","""wug""",1,0,1,1,1,1,1,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"29"
"30","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"39O5D9O87TSWH440O4IFXQ8XW1JC3G","Approved","Tue Sep 22 20:52:07 PDT 2015","Tue Sep 22 20:53:57 PDT 2015",1,1,0,"""b""","""a""","""c""","""d""","""blicket""","""tupa""",1,0,0,1,0,1,0,1,0,0,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"30"
"31","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3LBXNTKX0RV6Z44BW9FC2GWTXBHX9K","Approved","Tue Sep 22 20:51:57 PDT 2015","Tue Sep 22 20:53:58 PDT 2015",2,1,1,"""b""","""c""","""d""","""a""","""tupa""","""fep""",0,0,1,0,1,0,0,1,1,1,"""false""","""false""",12,TRUE,TRUE,TRUE,FALSE,"[]","[]",7,"31"
"32","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3YJ6NA41JBGQW7FTWUW8XXOTRHKJPD","Approved","Tue Sep 22 20:52:01 PDT 2015","Tue Sep 22 20:54:01 PDT 2015",2,1,1,"""d""","""a""","""b""","""c""","""fep""","""wug""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"32"
"33","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"32EYX73OY09KM062LL4B9UXJ9F6RU9","Approved","Tue Sep 22 20:52:11 PDT 2015","Tue Sep 22 20:54:03 PDT 2015",1,1,0,"""a""","""c""","""b""","""d""","""wug""","""blicket""",1,0,1,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"33"
"34","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3TVSS0C0E10AUJ8ZKAO7RXJYIGDTWM","Approved","Tue Sep 22 20:52:12 PDT 2015","Tue Sep 22 20:54:06 PDT 2015",2,1,1,"""d""","""b""","""c""","""a""","""tupa""","""blicket""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"34"
"35","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3180JW2OT4CM3XXACFNUZRJC0HIJ5Q","Approved","Tue Sep 22 20:51:36 PDT 2015","Tue Sep 22 20:54:09 PDT 2015",1,1,0,"""a""","""d""","""b""","""c""","""tupa""","""wug""",1,0,0,1,0,1,0,0,0,0,"""correct""","""correct""",12,TRUE,TRUE,TRUE,FALSE,"[]","[]",7,"35"
"36","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3B837J3LDOW47NEYWG9BUTFVOILRST","Approved","Tue Sep 22 20:52:08 PDT 2015","Tue Sep 22 20:54:19 PDT 2015",2,1,1,"""a""","""b""","""c""","""d""","""fep""","""tupa""",1,0,0,1,0,1,0,1,0,0,"""correct""","""false""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"36"
"37","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3LRLIPTPEQ9EKNF9PWEN8HZB7KKAKN","Approved","Tue Sep 22 20:52:32 PDT 2015","Tue Sep 22 20:54:21 PDT 2015",1,1,0,"""d""","""b""","""c""","""a""","""tupa""","""blicket""",1,0,0,0,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"37"
"38","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"31LM9EDVOLSQTM3GGFJGT8JYR2JJNH","Approved","Tue Sep 22 20:51:29 PDT 2015","Tue Sep 22 20:54:24 PDT 2015",2,1,1,"""a""","""d""","""c""","""b""","""wug""","""tupa""",1,0,0,1,0,1,0,1,0,1,"""false""","""false""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"38"
"39","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"34Q075JO1XDGD9V5PKBCEWRZPS901K","Approved","Tue Sep 22 20:52:33 PDT 2015","Tue Sep 22 20:54:34 PDT 2015",2,1,1,"""b""","""d""","""a""","""c""","""fep""","""wug""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"39"
"40","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3I7DHKZYGN06YVBETPW9KTRK7A2F5K","Approved","Tue Sep 22 20:51:45 PDT 2015","Tue Sep 22 20:54:50 PDT 2015",1,1,0,"""a""","""b""","""d""","""c""","""wug""","""tupa""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"40"
"41","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3IX2EGZR7BJB8KV89M0X2SO8SZ7RJC","Approved","Tue Sep 22 20:53:27 PDT 2015","Tue Sep 22 20:54:59 PDT 2015",2,1,1,"""a""","""d""","""c""","""b""","""wug""","""tupa""",1,0,0,1,0,1,1,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"41"
"42","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"382M9COHEHFVDW1XZFKBANY0UQGEUJ","Approved","Tue Sep 22 20:49:09 PDT 2015","Tue Sep 22 20:55:00 PDT 2015",1,1,0,"""a""","""c""","""d""","""b""","""blicket""","""tupa""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"42"
"43","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3QBD8R3Z21JI8PK7ENWP2VUKZFY4OQ","Approved","Tue Sep 22 20:53:28 PDT 2015","Tue Sep 22 20:55:22 PDT 2015",1,1,0,"""d""","""b""","""a""","""c""","""wug""","""tupa""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"43"
"44","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3018Q3ZVOIQ07RS4FGNK9TLP2CEARG","Approved","Tue Sep 22 20:53:30 PDT 2015","Tue Sep 22 20:55:26 PDT 2015",1,1,0,"""c""","""d""","""a""","""b""","""tupa""","""blicket""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"44"
"45","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"36V4Q8R5ZK01XRMTZ4OPDU6K071MQB","Approved","Tue Sep 22 20:53:10 PDT 2015","Tue Sep 22 20:55:32 PDT 2015",1,1,0,"""b""","""d""","""a""","""c""","""blicket""","""fep""",0,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"45"
"46","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"384PI804XS1G7TUZ23QWAXE8FSLS0V","Approved","Tue Sep 22 20:53:21 PDT 2015","Tue Sep 22 20:55:44 PDT 2015",1,1,0,"""a""","""b""","""c""","""d""","""blicket""","""tupa""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"46"
"47","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3X0H8UUIT1O9FJVKVAJHHSNCGXZWS0","Approved","Tue Sep 22 20:53:48 PDT 2015","Tue Sep 22 20:56:01 PDT 2015",2,1,1,"""c""","""a""","""b""","""d""","""tupa""","""wug""",1,0,1,1,1,1,1,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"47"
"48","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"36W0OB37HWEOJ5M9V3RPCIASOOMZH8","Approved","Tue Sep 22 20:53:54 PDT 2015","Tue Sep 22 20:56:32 PDT 2015",1,1,0,"""d""","""a""","""c""","""b""","""tupa""","""wug""",1,0,0,0,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"48"
"49","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3EJJQNKU9R5FHE0ILMXCQF8TF74HRY","Approved","Tue Sep 22 20:55:05 PDT 2015","Tue Sep 22 20:56:44 PDT 2015",2,1,1,"""d""","""a""","""c""","""b""","""blicket""","""tupa""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"49"
"50","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"378XPAWRUCDNESPLPTTBV1KYFGVAIC","Approved","Tue Sep 22 20:51:31 PDT 2015","Tue Sep 22 20:56:46 PDT 2015",1,1,0,"""d""","""a""","""c""","""b""","""tupa""","""wug""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"50"
"51","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3IHR8NYAM710TPW8TN94RVZA9KU4P7","Approved","Tue Sep 22 20:53:46 PDT 2015","Tue Sep 22 20:56:48 PDT 2015",1,1,0,"""d""","""c""","""b""","""a""","""tupa""","""blicket""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"51"
"52","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3AZHRG4CU4KCNC9KCOPV2P6WNCN03C","Approved","Tue Sep 22 20:52:41 PDT 2015","Tue Sep 22 20:56:53 PDT 2015",2,1,1,"""c""","""a""","""d""","""b""","""fep""","""wug""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"52"
"53","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"36TFCYNS44AZEAMUUL34FXUHGOPXHA","Approved","Tue Sep 22 20:54:34 PDT 2015","Tue Sep 22 20:57:04 PDT 2015",1,1,0,"""b""","""a""","""d""","""c""","""wug""","""fep""",1,0,1,1,1,1,1,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"53"
"54","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3YT88D1N08YE02GOGHZDL9L51ASK31","Approved","Tue Sep 22 20:54:51 PDT 2015","Tue Sep 22 20:57:17 PDT 2015",1,1,0,"""c""","""a""","""d""","""b""","""fep""","""wug""",1,1,0,1,0,1,0,1,1,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"54"
"55","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3N1FSUEFL50R4STIOEI9R1ILV1R4DT","Approved","Tue Sep 22 20:49:46 PDT 2015","Tue Sep 22 20:57:23 PDT 2015",1,1,0,"""b""","""d""","""a""","""c""","""wug""","""tupa""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"55"
"56","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3YZ8UPK3VTMGGYHJ3OEGKZYX9E2UC5","Approved","Tue Sep 22 20:55:15 PDT 2015","Tue Sep 22 20:57:35 PDT 2015",2,1,1,"""d""","""c""","""a""","""b""","""wug""","""blicket""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"56"
"57","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3X4MXAO0BGOXE4V7GLJCRIIGUVGWRC","Approved","Tue Sep 22 20:53:40 PDT 2015","Tue Sep 22 20:57:39 PDT 2015",2,1,1,"""c""","""b""","""d""","""a""","""tupa""","""fep""",0,1,0,0,0,0,0,1,1,1,"""false""","""false""",12,TRUE,TRUE,TRUE,FALSE,"[]","[]",7,"57"
"58","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3MAOD8E57QARO685XJYHKHRD20YXNJ","Approved","Tue Sep 22 20:56:02 PDT 2015","Tue Sep 22 20:57:42 PDT 2015",1,1,0,"""a""","""d""","""b""","""c""","""wug""","""tupa""",0,0,0,1,0,0,0,0,0,0,"""correct""","""correct""",12,TRUE,TRUE,TRUE,FALSE,"[]","[]",7,"58"
"59","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"338JKRMM26ZNIXE1JBBQVPJJF3GAHJ","Approved","Tue Sep 22 20:51:26 PDT 2015","Tue Sep 22 20:57:46 PDT 2015",2,1,1,"""d""","""c""","""a""","""b""","""tupa""","""wug""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"59"
"60","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"351SEKWQS0H78IIOUII5DVZLHSBDMW","Approved","Tue Sep 22 20:55:41 PDT 2015","Tue Sep 22 20:57:51 PDT 2015",2,1,1,"""a""","""b""","""d""","""c""","""wug""","""fep""",1,0,1,1,1,1,1,1,0,1,"""correct""","""false""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"60"
"61","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3W2LOLRXLBF6J41QR70937OL7O7RKB","Approved","Tue Sep 22 20:54:24 PDT 2015","Tue Sep 22 20:57:54 PDT 2015",1,1,0,"""d""","""c""","""a""","""b""","""blicket""","""wug""",1,0,0,1,0,1,0,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"61"
"62","38DCH97KHH289ZIE656V8IJGVD0JQH","Short word game",NA,"3A9AA95ATWMIP8087SSEWN5O9GQ5PE","Approved","Tue Sep 22 20:56:11 PDT 2015","Tue Sep 22 20:58:06 PDT 2015",2,1,1,"""c""","""a""","""d""","""b""","""tupa""","""fep""",1,0,1,1,1,1,1,1,0,1,"""correct""","""correct""",12,TRUE,TRUE,TRUE,TRUE,"[]","[]",7,"62"
